,Product_ID,Cluster
1283,OFF-PA-10000994,0
1284,OFF-BI-10002813,3
1286,OFF-AR-10004817,0
1289,OFF-AR-10001860,0
1290,OFF-BI-10004970,3
1293,OFF-PA-10002968,0
1302,FUR-BO-10003433,2
1303,FUR-FU-10002554,2
1305,TEC-PH-10003437,1
1308,OFF-AP-10003971,0
1310,FUR-CH-10003846,2
1311,OFF-LA-10001404,0
1312,OFF-LA-10001474,0
1314,OFF-PA-10003072,0
1315,FUR-FU-10004960,2
1317,TEC-AC-10003116,1
1322,OFF-AP-10004859,0
1323,OFF-PA-10002659,0
1325,OFF-BI-10004139,3
1328,OFF-AR-10002818,0
1333,OFF-AP-10001303,0
1335,OFF-ST-10002574,0
1337,FUR-FU-10004018,2
1338,TEC-PH-10002549,1
1339,OFF-PA-10004911,0
1340,TEC-MA-10002178,1
1343,OFF-AR-10000411,0
1344,OFF-LA-10000262,0
1346,OFF-PA-10000466,0
1347,OFF-AR-10003829,0
1348,OFF-BI-10001758,3
1349,OFF-BI-10000136,3
1351,OFF-ST-10000649,0
1357,OFF-PA-10003641,0
1359,FUR-CH-10002961,2
1361,OFF-PA-10004041,0
1362,TEC-PH-10001336,1
1364,TEC-MA-10003183,1
1365,TEC-AC-10001314,1
1371,TEC-AC-10004510,1
1373,OFF-BI-10000042,3
1374,FUR-TA-10003008,2
1375,OFF-AP-10003590,0
1376,OFF-PA-10000806,0
1377,OFF-AR-10000896,0
1378,TEC-PH-10002310,1
1379,OFF-ST-10002289,0
1383,OFF-PA-10001289,0
1384,OFF-FA-10000053,0
1387,OFF-EN-10003001,0
1394,FUR-TA-10002958,2
1395,FUR-TA-10001676,2
1396,OFF-BI-10000822,3
1399,OFF-PA-10004888,0
1402,FUR-TA-10002622,2
1403,OFF-PA-10000418,0
1405,FUR-TA-10001039,2
1407,OFF-AR-10002240,0
1413,OFF-BI-10002867,3
1415,FUR-FU-10003976,2
1416,TEC-PH-10002922,1
1419,OFF-PA-10000501,0
1421,OFF-AP-10004980,0
1424,TEC-PH-10001750,1
1428,OFF-BI-10003708,3
1431,OFF-BI-10001191,3
1434,OFF-PA-10003673,0
1435,OFF-PA-10001639,0
1437,TEC-AC-10004975,1
1439,OFF-BI-10004364,3
1440,OFF-PA-10001712,0
1446,FUR-CH-10004289,2
1447,TEC-PH-10002564,1
1448,OFF-BI-10004876,3
1449,TEC-PH-10004348,1
1450,OFF-BI-10004352,3
1452,OFF-BI-10000666,3
1454,TEC-MA-10000010,1
1455,OFF-BI-10000977,3
1456,FUR-TA-10002530,2
1459,FUR-FU-10001473,2
1460,OFF-BI-10001765,3
1468,FUR-CH-10000847,2
1470,OFF-PA-10001293,0
1471,OFF-AR-10000634,0
1473,FUR-FU-10004270,2
1474,OFF-AR-10003770,0
1476,OFF-LA-10003121,0
1479,OFF-PA-10002262,0
1480,OFF-PA-10002464,0
1481,OFF-ST-10002214,0
1483,OFF-PA-10000130,0
1484,TEC-AC-10000865,1
1485,OFF-FA-10003021,0
1486,TEC-PH-10003580,1
1487,TEC-AC-10001109,1
1491,OFF-PA-10001838,0
1496,OFF-ST-10004950,3
1500,OFF-PA-10003823,0
1502,TEC-PH-10001300,1
1505,FUR-TA-10003715,2
1507,TEC-MA-10004458,1
1508,OFF-BI-10004965,3
1520,OFF-AR-10001419,0
1522,OFF-PA-10002586,0
1526,OFF-AR-10002221,0
1527,FUR-FU-10002456,2
1528,OFF-FA-10004968,0
1529,OFF-PA-10001274,0
1530,OFF-PA-10001125,0
1531,OFF-ST-10000344,0
1533,OFF-ST-10003324,0
1535,OFF-ST-10000419,0
1536,OFF-AP-10001626,0
1541,FUR-FU-10003981,2
1548,OFF-ST-10001291,0
1550,OFF-AP-10004868,0
1552,OFF-LA-10002195,0
1554,OFF-AR-10001315,0
1556,OFF-EN-10003134,0
1557,OFF-AR-10001955,0
1560,OFF-LA-10001641,0
1564,OFF-ST-10001370,0
1566,TEC-AC-10003038,1
1567,OFF-BI-10000088,3
1569,OFF-AR-10003504,0
1571,OFF-EN-10003160,0
1572,TEC-AC-10003280,1
1574,TEC-PH-10000169,1
1577,OFF-PA-10001526,0
1578,OFF-AP-10004336,0
1586,OFF-PA-10001357,0
1587,OFF-FA-10000992,0
1590,OFF-AR-10001221,0
1592,TEC-PH-10004830,1
1593,OFF-PA-10004519,0
1594,FUR-BO-10000362,2
1597,OFF-PA-10000308,0
1598,OFF-SU-10001165,0
1601,FUR-FU-10001488,2
1602,OFF-AR-10003251,0
1603,OFF-AR-10001044,0
1605,OFF-AR-10000823,0
1606,OFF-AR-10004456,0
1609,OFF-BI-10000591,3
1611,TEC-PH-10000441,1
1614,TEC-AC-10004855,1
1617,OFF-AR-10001915,0
1618,OFF-ST-10000352,0
1619,OFF-PA-10000575,0
1620,FUR-FU-10002937,2
1623,TEC-AC-10003063,1
1628,FUR-FU-10004415,2
1630,OFF-ST-10002011,0
1637,TEC-PH-10000038,1
1638,OFF-PA-10002689,0
1644,TEC-CO-10001766,1
1645,OFF-PA-10004359,0
1647,OFF-FA-10001135,0
1648,OFF-BI-10004224,3
1649,TEC-PH-10003357,1
1650,OFF-PA-10004475,0
1651,OFF-PA-10003001,0
1654,OFF-FA-10000611,0
1655,OFF-BI-10001116,3
1658,TEC-PH-10004922,1
1662,OFF-BI-10002353,3
1665,OFF-FA-10002676,0
1666,TEC-AC-10003023,1
1667,OFF-PA-10000167,0
1670,TEC-PH-10002185,1
1680,FUR-FU-10000758,2
1681,TEC-MA-10004679,1
1684,OFF-AP-10002495,0
1686,OFF-BI-10002414,3
1693,TEC-AC-10003133,1
1694,TEC-AC-10002006,1
1698,OFF-LA-10002381,0
1703,OFF-FA-10001843,0
1706,OFF-LA-10003077,0
1708,OFF-PA-10003424,0
1712,OFF-PA-10004405,0
1714,FUR-BO-10003965,2
1718,FUR-FU-10002088,2
1722,TEC-AC-10000736,1
1723,FUR-BO-10003966,2
1724,OFF-AP-10000828,0
1725,OFF-AP-10002906,0
1726,OFF-AP-10003860,0
1727,FUR-TA-10001307,2
1730,OFF-PA-10001457,0
1734,OFF-AP-10002082,0
1739,TEC-AC-10003590,1
1741,OFF-PA-10004355,0
1747,OFF-PA-10004947,0
1750,FUR-TA-10004607,2
1754,OFF-PA-10003893,0
1756,TEC-PH-10001817,1
1760,FUR-BO-10000330,2
1761,OFF-BI-10001900,3
1762,FUR-BO-10003159,2
1765,FUR-FU-10001591,2
1766,OFF-LA-10002034,0
1773,OFF-BI-10001628,3
1774,OFF-ST-10000877,0
1775,OFF-AR-10004752,0
1777,OFF-PA-10000675,0
1781,OFF-PA-10001609,0
1786,TEC-PH-10001615,1
1789,TEC-AC-10004568,1
1791,FUR-CH-10001854,2
1792,OFF-AR-10000475,0
1796,TEC-PH-10000455,1
1800,OFF-PA-10001994,0
1804,TEC-AC-10002926,1
1808,TEC-PH-10004897,1
1809,FUR-FU-10001196,2
1810,OFF-PA-10000595,0
1815,OFF-LA-10000443,0
1817,OFF-LA-10001771,0
1818,OFF-AP-10001394,0
1819,FUR-FU-10002553,2
1820,OFF-AP-10004233,0
1822,FUR-CH-10004754,2
1823,OFF-PA-10000809,0
1826,FUR-FU-10002878,2
1827,TEC-PH-10002624,1
1829,TEC-PH-10002885,1
1830,TEC-PH-10000895,1
1833,TEC-MA-10000488,1
1834,OFF-PA-10003729,0
1839,OFF-AP-10001005,0
1841,FUR-CH-10000988,2
1843,FUR-FU-10001986,2
1846,FUR-FU-10004973,2
1849,OFF-ST-10000464,0
1851,OFF-PA-10000528,0
1853,OFF-PA-10003129,0
1855,OFF-AR-10003631,0
1857,OFF-BI-10002133,3
1859,TEC-PH-10004959,1
1860,FUR-BO-10001918,2
1864,FUR-FU-10001617,2
1865,TEC-PH-10002824,1
1867,OFF-PA-10003309,0
1868,OFF-ST-10002554,0
1870,OFF-AR-10002067,0
1872,FUR-TA-10004175,2
1873,FUR-TA-10004767,2
1880,OFF-EN-10002621,0
1884,OFF-LA-10003714,0
1885,FUR-FU-10001889,2
1891,OFF-AR-10003723,0
1893,OFF-PA-10000241,0
1894,OFF-AR-10001446,0
1896,OFF-BI-10001359,3
1897,OFF-EN-10001749,0
1898,OFF-BI-10004390,3
1901,TEC-PH-10004924,1
1903,FUR-CH-10000155,2
1906,OFF-BI-10001757,3
1908,FUR-FU-10004093,2
1909,FUR-FU-10001037,2
1911,OFF-PA-10001878,0
1912,TEC-MA-10003674,1
1914,OFF-LA-10003190,0
1918,TEC-PH-10001809,1
1919,OFF-BI-10003091,3
1920,FUR-CH-10003981,2
1921,OFF-ST-10002562,0
1922,TEC-PH-10004345,1
1926,TEC-PH-10001198,1
1928,OFF-PA-10001972,0
1931,TEC-PH-10002483,1
1932,FUR-BO-10000468,2
1935,TEC-AC-10001284,1
1937,OFF-BI-10002082,3
1938,OFF-ST-10001505,0
1954,OFF-AR-10004582,0
1955,TEC-AC-10002842,1
1959,OFF-AP-10004785,0
1961,TEC-AC-10002217,1
1962,OFF-BI-10002954,3
1965,OFF-AP-10003281,0
1967,OFF-SU-10000898,0
1972,OFF-BI-10001249,3
1974,TEC-AC-10002718,1
1976,TEC-PH-10002352,1
1977,FUR-CH-10003774,2
1978,OFF-AR-10000127,0
1982,TEC-PH-10003811,1
1987,OFF-BI-10002393,3
1988,FUR-TA-10002855,2
1989,OFF-EN-10000781,0
1990,OFF-PA-10002160,0
1993,OFF-AR-10002257,0
1994,OFF-FA-10004395,0
1995,OFF-AP-10002534,0
2007,FUR-BO-10003034,2
2012,OFF-ST-10000943,0
2014,OFF-PA-10000533,0
2029,OFF-ST-10001172,0
2038,OFF-PA-10001661,0
2042,OFF-BI-10004817,3
2051,FUR-CH-10003833,2
2053,FUR-FU-10003142,2
2055,TEC-AC-10001114,1
2059,OFF-FA-10002975,0
2060,OFF-ST-10003996,0
2061,OFF-BI-10002571,3
2062,OFF-PA-10000477,0
2063,OFF-BI-10004209,3
2068,TEC-AC-10002800,1
2069,FUR-TA-10003954,2
2073,TEC-AC-10003289,1
2074,TEC-PH-10002468,1
2079,OFF-PA-10001295,0
2085,OFF-LA-10000248,0
2088,OFF-FA-10004076,0
2089,OFF-LA-10004008,0
2094,OFF-AR-10001177,0
2095,OFF-BI-10001718,3
2096,OFF-AR-10004602,0
2100,OFF-ST-10000078,0
2109,OFF-AR-10004272,0
2113,TEC-PH-10001578,1
2114,OFF-ST-10003638,0
2115,FUR-BO-10002213,2
2124,OFF-EN-10003040,0
2125,TEC-PH-10000923,1
2127,FUR-FU-10003623,2
2129,OFF-AP-10000124,0
2130,OFF-AR-10004511,0
2132,OFF-PA-10003883,0
2135,TEC-PH-10002807,1
2136,FUR-FU-10002364,2
2140,OFF-SU-10001664,0
2141,FUR-TA-10003238,2
2149,TEC-PH-10001536,1
2158,OFF-AR-10004956,0
2161,OFF-AR-10003696,0
2164,OFF-PA-10000551,0
2172,OFF-BI-10004506,3
2175,OFF-PA-10000740,0
2181,FUR-CH-10002084,2
2190,OFF-AP-10000692,0
2194,OFF-AP-10000252,0
2203,FUR-FU-10004748,2
2205,OFF-AR-10000538,0
2209,TEC-PH-10001079,1
2211,OFF-AP-10003842,0
2216,FUR-CH-10000553,2
2217,OFF-AR-10003469,0
2224,OFF-PA-10003790,0
2225,FUR-BO-10002202,2
2230,OFF-AP-10002765,0
2232,OFF-ST-10003692,0
2233,TEC-PH-10001051,1
2236,OFF-AR-10000817,0
2237,OFF-SU-10000952,0
2238,FUR-FU-10004597,2
2240,OFF-BI-10002982,3
2247,OFF-PA-10004285,0
2250,OFF-AP-10001391,0
2255,TEC-PH-10001944,1
2258,OFF-PA-10001776,0
2263,TEC-AC-10004145,1
2266,OFF-PA-10003919,0
2267,OFF-PA-10002001,0
2268,OFF-PA-10002787,0
2271,OFF-ST-10003123,0
2272,FUR-FU-10000308,2
2273,TEC-CO-10003763,1
2274,FUR-TA-10001866,2
2284,OFF-AP-10002222,0
2285,OFF-PA-10003971,0
2286,OFF-AP-10004036,0
2287,OFF-AP-10002287,0
2289,FUR-TA-10001950,2
2297,TEC-PH-10001527,1
2318,TEC-AC-10003095,1
2320,TEC-AC-10000358,1
2328,OFF-EN-10004147,0
2329,FUR-FU-10001468,2
2331,OFF-PA-10000380,0
2336,OFF-AP-10000026,0
2337,OFF-PA-10003936,0
2341,FUR-FU-10002501,2
2344,OFF-AP-10001205,0
2346,OFF-BI-10004141,3
2349,OFF-BI-10000632,3
2355,TEC-AC-10004864,1
2356,TEC-MA-10000597,1
2360,OFF-PA-10002960,0
2361,OFF-PA-10000919,0
2362,OFF-BI-10001553,3
2364,OFF-AP-10004540,0
2366,FUR-CH-10001714,2
2368,FUR-FU-10002298,2
2369,OFF-AR-10000315,0
2372,OFF-FA-10000936,0
2377,OFF-SU-10004768,0
2380,OFF-PA-10002581,0
2382,OFF-AP-10002403,0
2383,OFF-AR-10003087,0
2385,TEC-PH-10000141,1
2386,TEC-CO-10000971,1
2387,OFF-FA-10001229,0
2388,OFF-BI-10002437,3
2389,OFF-PA-10004255,0
2390,OFF-PA-10001184,0
2391,TEC-AC-10002637,1
2403,FUR-BO-10000780,2
2408,TEC-PH-10003072,1
2418,TEC-MA-10000112,1
2420,TEC-AC-10004171,1
2425,FUR-TA-10002645,2
2427,OFF-BI-10003784,3
2428,OFF-BI-10001617,3
2432,FUR-CH-10002439,2
2435,OFF-AP-10003057,0
2437,FUR-TA-10000849,2
2444,OFF-EN-10002973,0
2449,OFF-BI-10003963,3
2450,OFF-LA-10000081,0
2466,OFF-PA-10000726,0
2468,OFF-PA-10004983,0
2470,FUR-FU-10002107,2
2473,FUR-CH-10001190,2
2474,TEC-AC-10000682,1
2475,OFF-LA-10004545,0
2479,OFF-SU-10002557,0
2482,TEC-PH-10000912,1
2486,OFF-ST-10001837,0
2487,OFF-AR-10001473,0
2489,TEC-PH-10001835,1
2490,OFF-PA-10002245,0
2499,OFF-EN-10004483,0
2505,OFF-SU-10000151,0
2507,OFF-AP-10001293,0
2508,TEC-PH-10000675,1
2510,OFF-ST-10003470,0
2518,OFF-LA-10004559,0
2520,OFF-AP-10002651,0
2525,TEC-AC-10002550,1
2531,OFF-BI-10000829,3
2538,TEC-PH-10002555,1
2543,FUR-BO-10003450,2
2551,FUR-FU-10004665,2
2554,TEC-PH-10000369,1
2555,TEC-AC-10001590,1
2556,FUR-FU-10004909,2
2558,FUR-BO-10004357,2
2563,TEC-AC-10000387,1
2566,OFF-BI-10001308,3
2577,OFF-AP-10002734,0
2578,FUR-FU-10004587,2
2582,TEC-PH-10004833,1
2583,FUR-FU-10001847,2
2587,FUR-FU-10002045,2
2590,FUR-FU-10004671,2
2591,FUR-TA-10003569,2
2598,OFF-PA-10001752,0
2602,TEC-MA-10003356,1
2606,OFF-AR-10003727,0
2607,TEC-AC-10001635,1
2616,OFF-LA-10003663,0
2623,TEC-CO-10004722,1
2628,TEC-MA-10002210,1
2629,OFF-BI-10003196,3
2632,FUR-CH-10002017,2
2634,FUR-FU-10003829,2
2637,OFF-PA-10000697,0
2639,OFF-AR-10004691,0
2646,OFF-BI-10000948,3
2647,OFF-PA-10000223,0
2653,OFF-PA-10000062,0
2654,FUR-BO-10003404,2
2655,OFF-BI-10004233,3
2660,TEC-PH-10002834,1
2671,FUR-CH-10003761,2
2672,OFF-PA-10004665,0
2681,OFF-BI-10001196,3
2682,TEC-MA-10002981,1
2683,TEC-PH-10003601,1
2687,OFF-BI-10002003,3
2688,OFF-PA-10003016,0
2691,OFF-PA-10002246,0
2692,TEC-PH-10002890,1
2696,TEC-MA-10003626,1
2697,TEC-MA-10002412,1
2699,OFF-AR-10003183,0
2703,OFF-PA-10002319,0
2706,OFF-PA-10001246,0
2707,OFF-PA-10001815,0
2708,FUR-FU-10001876,2
2715,TEC-PH-10000673,1
2717,TEC-PH-10002075,1
2735,TEC-PH-10003691,1
2739,OFF-SU-10000157,0
2740,TEC-AC-10004227,1
2747,TEC-AC-10004127,1
2749,FUR-CH-10002758,2
2750,OFF-ST-10000532,0
2761,TEC-AC-10003709,1
2763,OFF-BI-10003166,3
2765,OFF-ST-10004835,0
2766,OFF-AP-10000159,0
2768,OFF-AP-10001242,0
2779,TEC-AC-10003433,1
2783,TEC-PH-10003187,1
2786,OFF-FA-10002763,0
2804,OFF-PA-10004239,0
2807,OFF-PA-10004782,0
2811,FUR-FU-10001185,2
2824,OFF-PA-10003270,0
2828,OFF-PA-10002421,0
2830,OFF-PA-10002923,0
2831,OFF-ST-10001128,0
2836,OFF-PA-10000520,0
2847,FUR-FU-10003832,2
2852,FUR-FU-10000409,2
2859,TEC-PH-10004389,1
2866,OFF-SU-10000946,0
2869,FUR-FU-10001546,2
2889,OFF-PA-10000791,0
2892,OFF-PA-10003739,0
2894,FUR-FU-10000771,2
2905,OFF-ST-10002615,0
2906,OFF-PA-10000327,0
2911,OFF-EN-10003286,0
2912,OFF-AR-10003772,0
2917,OFF-AR-10003338,0
2925,FUR-FU-10002116,2
2940,FUR-CH-10000422,2
2944,FUR-FU-10002685,2
2946,FUR-FU-10004963,2
2947,OFF-BI-10000174,3
2951,FUR-CH-10004875,2
2952,FUR-FU-10000305,2
2954,TEC-PH-10001459,1
2965,FUR-FU-10002445,2
2975,OFF-PA-10000213,0
2976,FUR-CH-10001797,2
2979,OFF-PA-10003848,0
2985,FUR-FU-10000755,2
2997,FUR-FU-10000550,2
2999,TEC-MA-10004521,1
3002,OFF-BI-10003655,3
3004,OFF-AP-10003779,0
3019,OFF-FA-10002701,0
3027,OFF-BI-10002799,3
3036,OFF-AR-10003582,0
3038,FUR-FU-10004666,2
3042,OFF-EN-10002312,0
3043,FUR-CH-10002320,2
3045,OFF-AR-10001216,0
3050,FUR-FU-10003247,2
3059,FUR-TA-10003837,2
3062,TEC-PH-10002350,1
3063,TEC-AC-10000397,1
3066,TEC-AC-10004001,1
3067,OFF-PA-10001534,0
3071,FUR-FU-10002379,2
3089,TEC-PH-10000526,1
3092,OFF-PA-10001977,0
3102,FUR-BO-10003660,2
3103,OFF-BI-10001267,3
3104,OFF-PA-10002741,0
3107,OFF-PA-10001471,0
3112,TEC-MA-10001972,1
3120,FUR-FU-10003464,2
3127,OFF-PA-10004438,0
3132,FUR-FU-10004586,2
3136,TEC-PH-10004908,1
3145,FUR-CH-10004495,2
3151,TEC-MA-10000418,1
3154,OFF-BI-10004600,3
3160,OFF-BI-10004040,3
3163,OFF-AR-10001615,0
3165,TEC-PH-10001299,1
3174,OFF-AR-10004260,0
3186,OFF-EN-10004773,0
3189,OFF-BI-10001787,3
3190,OFF-ST-10002957,0
3195,OFF-FA-10001883,0
3198,TEC-PH-10001644,1
3207,OFF-LA-10000407,0
3208,TEC-AC-10000420,1
3225,OFF-EN-10004846,0
3226,OFF-SU-10003567,0
3233,OFF-ST-10002301,0
3239,TEC-PH-10003095,1
3243,TEC-PH-10004912,1
3247,OFF-AR-10000799,0
3260,OFF-PA-10004609,0
3268,TEC-PH-10003171,1
3286,OFF-AP-10000595,0
3290,TEC-AC-10003399,1
3295,TEC-MA-10002428,1
3301,TEC-PH-10001128,1
3328,OFF-PA-10001033,0
3331,TEC-AC-10000474,1
3333,FUR-FU-10002963,2
3336,FUR-FU-10000193,2
3338,OFF-BI-10000962,3
3339,OFF-AP-10002867,0
3351,FUR-BO-10002916,2
3354,FUR-TA-10004152,2
3361,FUR-FU-10000672,2
3368,FUR-BO-10002598,2
3379,OFF-PA-10004610,0
3380,FUR-FU-10000320,2
3383,FUR-CH-10003535,2
3403,FUR-FU-10003919,2
3427,OFF-PA-10000174,0
3431,FUR-FU-10002703,2
3452,TEC-PH-10002415,1
3454,OFF-AR-10000657,0
3455,OFF-PA-10004996,0
3479,OFF-PA-10003363,0
3493,TEC-AC-10002305,1
3494,TEC-AC-10000990,1
3507,FUR-BO-10001608,2
3512,FUR-BO-10000112,2
3524,TEC-PH-10004120,1
3527,OFF-BI-10003476,3
3532,TEC-MA-10002859,1
3545,OFF-AP-10001947,0
3549,OFF-LA-10001982,0
3555,TEC-PH-10003484,1
3563,OFF-PA-10000007,0
3564,OFF-PA-10000552,0
3574,OFF-AR-10004062,0
3578,OFF-ST-10000321,0
3597,TEC-AC-10002134,1
3621,TEC-PH-10004071,1
3635,OFF-PA-10004039,0
3643,OFF-AR-10001725,0
3644,OFF-AR-10004269,0
3645,OFF-BI-10003007,3
3647,OFF-SU-10002522,0
3650,TEC-AC-10004859,1
3656,TEC-AC-10002558,1
3659,FUR-FU-10001731,2
3660,OFF-SU-10004782,0
3667,OFF-SU-10000432,0
3669,OFF-LA-10004409,0
3671,OFF-ST-10001031,0
3680,OFF-LA-10000476,0
3682,OFF-AR-10002987,0
3691,TEC-CO-10001571,1
3693,FUR-FU-10003026,2
3698,OFF-ST-10001034,0
3712,TEC-AC-10000521,1
3717,OFF-SU-10003002,0
3731,TEC-PH-10000730,1
3756,FUR-CH-10004983,2
3773,OFF-FA-10001332,0
3776,TEC-AC-10001874,1
3785,OFF-BI-10000494,3
3795,FUR-TA-10003469,2
3796,OFF-AR-10003179,0
3800,FUR-CH-10003606,2
3809,FUR-CH-10003298,2
3812,OFF-LA-10003537,0
3821,OFF-PA-10000069,0
3836,OFF-PA-10004733,0
3840,TEC-AC-10004814,1
3843,OFF-SU-10002301,0
3848,OFF-BI-10004318,3
3853,FUR-FU-10004164,2
3858,TEC-AC-10001539,1
3860,TEC-PH-10002789,1
3861,OFF-BI-10004828,3
3863,OFF-AR-10001770,0
3864,FUR-FU-10004904,2
3883,FUR-FU-10002396,2
3895,TEC-AC-10002331,1
3901,TEC-AC-10001090,1
3910,FUR-BO-10004218,2
3911,TEC-PH-10001619,1
3916,OFF-PA-10000246,0
3923,OFF-PA-10001461,0
3931,OFF-AR-10004165,0
3936,OFF-EN-10001028,0
3952,TEC-PH-10003535,1
3959,FUR-FU-10001085,2
3964,OFF-AR-10003481,0
3969,OFF-PA-10002606,0
3976,FUR-FU-10003731,2
3987,OFF-AP-10001962,0
3988,FUR-FU-10003798,2
3997,OFF-AR-10002704,0
4001,TEC-AC-10002942,1
4003,TEC-MA-10001016,1
4007,TEC-AC-10001553,1
4009,FUR-FU-10001215,2
4017,OFF-PA-10002499,0
4024,TEC-PH-10003215,1
4053,OFF-LA-10002945,0
4063,OFF-AR-10002766,0
4068,TEC-PH-10004434,1
4088,FUR-BO-10000711,2
4098,OFF-BI-10001120,3
4100,OFF-AP-10004655,0
4110,FUR-BO-10004360,2
4120,TEC-AC-10000199,1
4128,TEC-MA-10001127,1
4144,OFF-AR-10001227,0
4168,FUR-CH-10000229,2
4184,FUR-BO-10002853,2
4189,OFF-PA-10004022,0
4191,OFF-PA-10004248,0
4213,OFF-PA-10001363,0
4214,OFF-BI-10003876,3
4215,OFF-EN-10004007,0
4217,FUR-BO-10003894,2
4221,TEC-MA-10001570,1
4225,FUR-FU-10003930,2
4231,OFF-PA-10000232,0
4237,OFF-AR-10001972,0
4238,OFF-AR-10004587,0
4240,OFF-AP-10001366,0
4263,OFF-BI-10000216,3
4277,TEC-MA-10001047,1
4282,OFF-LA-10003720,0
4312,TEC-MA-10003246,1
4318,FUR-FU-10000175,2
4329,OFF-PA-10000556,0
4333,TEC-AC-10003237,1
4335,OFF-EN-10003068,0
4347,FUR-FU-10004053,2
4360,OFF-PA-10000565,0
4371,OFF-LA-10000414,0
4374,OFF-AP-10002998,0
4383,FUR-BO-10004690,2
4402,OFF-AR-10002445,0
4423,FUR-BO-10003546,2
4434,FUR-TA-10003392,2
4436,OFF-AR-10003217,0
4441,OFF-ST-10001932,0
4442,OFF-AR-10001761,0
4452,OFF-EN-10003567,0
4463,OFF-PA-10003022,0
4473,FUR-TA-10004442,2
4477,OFF-ST-10000129,0
4479,OFF-PA-10004948,0
4483,OFF-PA-10001725,0
4503,TEC-PH-10000213,1
4516,OFF-PA-10000807,0
4519,OFF-ST-10003805,0
4526,OFF-PA-10004353,0
4542,OFF-EN-10004206,0
4550,OFF-LA-10003388,0
4561,TEC-PH-10000193,1
4562,FUR-FU-10002111,2
4576,OFF-ST-10000885,0
4579,OFF-PA-10002709,0
4581,FUR-FU-10003424,2
4586,OFF-BI-10003718,3
4588,FUR-FU-10002508,2
4593,OFF-AP-10004052,0
4603,OFF-PA-10003134,0
4630,FUR-FU-10000719,2
4633,FUR-BO-10003893,2
4639,TEC-CO-10001943,1
4642,FUR-CH-10000749,2
4648,OFF-PA-10003228,0
4660,TEC-AC-10001542,1
4678,TEC-AC-10004877,1
4687,TEC-PH-10001305,1
4720,OFF-PA-10000483,0
4729,TEC-AC-10000487,1
4753,TEC-AC-10002018,1
4755,OFF-PA-10004381,0
4763,OFF-EN-10001453,0
4770,OFF-SU-10001212,0
4781,OFF-BI-10000201,3
4787,TEC-AC-10004396,1
4800,OFF-AR-10002467,0
4813,FUR-FU-10002813,2
4823,TEC-MA-10000752,1
4858,FUR-FU-10004845,2
4871,OFF-FA-10000840,0
4892,OFF-AR-10001231,0
4908,TEC-PH-10004875,1
4917,FUR-CH-10001802,2
4935,TEC-PH-10003356,1
4952,OFF-AP-10002670,0
4958,OFF-FA-10003485,0
4996,OFF-AP-10000390,0
4999,OFF-PA-10002764,0
5003,OFF-PA-10000143,0
5006,TEC-MA-10000045,1
5013,OFF-ST-10000136,0
5014,TEC-PH-10004522,1
5016,TEC-PH-10002584,1
5027,FUR-CH-10004626,2
5086,TEC-PH-10000562,1
5112,FUR-FU-10001025,2
5115,OFF-LA-10004178,0
5122,OFF-PA-10003797,0
5191,OFF-EN-10003448,0
5221,OFF-AP-10000938,0
5241,OFF-SU-10004737,0
5244,FUR-TA-10001691,2
5268,TEC-MA-10003173,1
5294,OFF-LA-10000305,0
5307,TEC-PH-10002583,1
5309,OFF-AR-10003876,0
5355,OFF-PA-10003063,0
5369,OFF-PA-10003302,0
5380,TEC-MA-10000423,1
5412,TEC-AC-10004992,1
5417,OFF-BI-10004099,3
5423,OFF-PA-10001215,0
5425,TEC-AC-10003870,1
5434,OFF-AP-10000275,0
5438,FUR-FU-10003192,2
5441,OFF-PA-10000859,0
5444,OFF-AR-10000614,0
5456,OFF-FA-10000089,0
5459,FUR-TA-10001771,2
5484,FUR-CH-10002044,2
5542,FUR-TA-10001086,2
5558,OFF-PA-10000048,0
5565,TEC-MA-10002109,1
5573,OFF-PA-10003036,0
5574,TEC-PH-10001870,1
5584,OFF-ST-10002182,0
5585,TEC-PH-10001468,1
5599,OFF-AR-10004010,0
5602,OFF-ST-10003572,0
5613,OFF-ST-10003994,0
5628,FUR-CH-10001545,2
5637,FUR-FU-10004245,2
5649,OFF-EN-10002592,0
5663,OFF-AR-10000914,0
5751,OFF-LA-10003498,0
5780,TEC-MA-10003329,1
5811,FUR-FU-10000747,2
5837,TEC-PH-10004100,1
5838,OFF-ST-10000636,0
5841,TEC-PH-10003174,1
5861,OFF-PA-10001497,0
5888,OFF-PA-10001952,0
5912,OFF-SU-10004661,0
5952,OFF-PA-10001826,0
6041,TEC-MA-10001031,1
6069,TEC-MA-10003176,1
6091,TEC-AC-10002647,1
6116,TEC-PH-10002114,1
6125,OFF-PA-10001593,0
6158,TEC-AC-10004803,1
6178,OFF-PA-10001801,0
6235,TEC-PH-10000127,1
6249,OFF-AP-10001564,0
6274,TEC-AC-10004595,1
6281,FUR-FU-10002874,2
6299,FUR-FU-10003489,2
6363,TEC-MA-10002073,1
6365,TEC-PH-10004006,1
6396,OFF-BI-10000279,3
6409,OFF-PA-10000300,0
6426,OFF-BI-10004308,3
6428,TEC-PH-10004080,1
6522,OFF-PA-10001260,0
6528,OFF-ST-10004946,0
6555,OFF-PA-10002109,0
6574,TEC-MA-10004255,1
6581,FUR-FU-10003095,2
6673,FUR-FU-10000820,2
6675,TEC-MA-10002930,1
